,url,description,title,url_file_type,description_p4,title_p4
424,https://www.betfair.com/sport/football/german-3-liga/tsv-havelse-v-duisburg/31138609?selectedGroup=65921&xsrftoken=362091b1-6c8f-11ec-90f8-fa163e3ac897,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
425,https://www.betfair.com/sport/football/russian-premier-league/sochi-v-arsenal-tula/31145368?selectedGroup=65921&xsrftoken=362091b1-6c8f-11ec-90f8-fa163e3ac897,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
426,https://www.betfair.com/sport/table-tennis/moscow-liga-pro/viktor-rakhmanovskii-v-egor-evgenyevich-markelov/31157202?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Table Tennis with Betfair™ Sportsbook and browse Table Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Table Tennis Betting Odds,Table Tennis Betting & Table Tennis Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'table', 'tennis', 'betfair', 'sportsbook', 'browse', 'table', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'table', 'tennis', 'bet', 'odds']","['table', 'tennis', 'bet', 'table', 'tennis', 'odds', 'online', '', 'betfair', 'sportsbook']"
427,https://www.betfair.com/sport/ice-hockey/russian-mhl/belye-medvedi-v-irbis-kazan/31154160?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Ice Hockey with Betfair™ Sportsbook and browse Ice Hockey betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Ice Hockey Betting Odds,Ice Hockey Betting & Ice Hockey Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'ice', 'hockey', 'betfair', 'sportsbook', 'browse', 'ice', 'hockey', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'ice', 'hockey', 'bet', 'odds']","['ice', 'hockey', 'bet', 'ice', 'hockey', 'odds', 'online', '', 'betfair', 'sportsbook']"
429,https://www.betfair.com/sport/football/german-bundesliga/bochum-v-wolfsburg/31132281?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
431,https://www.betfair.com/sport/football/english-fa-cup/millwall-v-crystal-palace/31144152?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
432,https://www.betfair.com/sport/football/french-ligue-2/toulouse-v-pau/31147933?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
434,https://www.betfair.com/sport/football/russian-premier-league/sochi-v-arsenal-tula/31145368?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
436,https://www.betfair.com/sport/e-sports/csgo-weplay-academy-league/young-ninjas-v-astralis-talent/31151073?xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on E-sports with Betfair™ Sportsbook and browse E-sports betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓ E-sports Gambling,E-sports Betting & E-sports Odds » Betfair™ Sportsbook,text/html,"['bet', 'e', 'sport', 'betfair', 'sportsbook', 'browse', 'e', 'sport', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', '', 'e', 'sport', 'gamble']","['e', 'sport', 'bet', 'e', 'sport', 'odds', '', 'betfair', 'sportsbook']"
438,https://www.betfair.com/sport/tennis/wta-adelaide-international-1-2022/kenin-melichar-v-blinkova-eikeri/31155501?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html,"['bet', 'tennis', 'betfair', 'sportsbook', 'browse', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'tennis', 'bet', 'odds']","['tennis', 'bet', 'tennis', 'odds', '', 'betfair', 'sportsbook']"
440,https://www.betfair.com/sport/basketball/ncaab/colorado-oregon/31156230?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html,"['bet', 'basketball', 'betfair', 'sportsbook', 'browse', 'basketball', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'basketball', 'bet', 'odds']","['basketball', 'bet', 'basketball', 'odds', '', 'betfair', 'sportsbook']"
441,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-2-2022/pegula-v-begu/31155664?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html,"['bet', 'tennis', 'betfair', 'sportsbook', 'browse', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'tennis', 'bet', 'odds']","['tennis', 'bet', 'tennis', 'odds', '', 'betfair', 'sportsbook']"
442,https://www.betfair.com/sport/football/greek-super-league/panathinaikos-v-aris/31149841?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
444,https://www.betfair.com/sport/ice-hockey/russian-khl/hc-red-star-kunlun-v-severstal-cherepovets/31153918?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Ice Hockey with Betfair™ Sportsbook and browse Ice Hockey betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Ice Hockey Betting Odds,Ice Hockey Betting & Ice Hockey Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'ice', 'hockey', 'betfair', 'sportsbook', 'browse', 'ice', 'hockey', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'ice', 'hockey', 'bet', 'odds']","['ice', 'hockey', 'bet', 'ice', 'hockey', 'odds', 'online', '', 'betfair', 'sportsbook']"
445,https://www.betfair.com/sport/basketball/nba/detroit-pistons-milwaukee-bucks/31153675?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html,"['bet', 'basketball', 'betfair', 'sportsbook', 'browse', 'basketball', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'basketball', 'bet', 'odds']","['basketball', 'bet', 'basketball', 'odds', '', 'betfair', 'sportsbook']"
446,https://s5.sir.sportradar.com/sbobet,Sports Statistics,Statistics,text/html,"['sport', 'statistic']",['statistic']
447,https://www.betfair.com/sport/football/mexican-liga-mx/san-luis-v-pachuca/31143180?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
448,https://www.betfair.com/sport/football/german-3-liga/tsv-havelse-v-duisburg/31138609?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
449,https://www.betfair.com/sport/american-football/nfl/indianapolis-colts-jacksonville-jaguars/31150470?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on American Football with Betfair™ Sportsbook and browse American Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓American Football Betting Odds,American Football Betting & American Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'american', 'football', 'betfair', 'sportsbook', 'browse', 'american', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'american', 'football', 'bet', 'odds']","['american', 'football', 'bet', 'american', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
450,https://www.betfair.com/sport/football/spanish-la-liga/sevilla-v-getafe/31139590?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
452,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-1-2022/s-zhang-v-burel/31155538?selectedGroup=-78637064&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html,"['bet', 'tennis', 'betfair', 'sportsbook', 'browse', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'tennis', 'bet', 'odds']","['tennis', 'bet', 'tennis', 'odds', '', 'betfair', 'sportsbook']"
453,https://www.betfair.com/sport/rugby-union/the-six-nations/ireland-v-wales/31086328?xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Rugby Union with Betfair™ Sportsbook and browse Rugby Union betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Rugby Union Betting Odds,Rugby Union Betting & Rugby Union Odds » Betfair™ Sportsbook,text/html,"['bet', 'rugby', 'union', 'betfair', 'sportsbook', 'browse', 'rugby', 'union', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'rugby', 'union', 'bet', 'odds']","['rugby', 'union', 'bet', 'rugby', 'union', 'odds', '', 'betfair', 'sportsbook']"
455,https://www.betfair.com/sport/football/spanish-copa-del-rey/sporting-gijon-v-villarreal/31144639?selectedGroup=65921&xsrftoken=4150f2f1-6c8f-11ec-91a4-fa163ed3e60c,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
456,https://s5.sir.sportradar.com/unibet/en/match/m1018297410,Sports Statistics,Round 1 - The Masters 2022 - International - Snooker - Unibet,text/html,"['sport', 'statistic']","['round', 'master', 'international', 'snooker', 'unibet']"
457,https://s5.sir.sportradar.com/unibet/en/19/season/83548/h2h/22458/48347/match/30888891,Sports Statistics,Head to Head - The Masters 2022 - International - Snooker - Unibet,text/html,"['sport', 'statistic']","['head', 'head', 'master', 'international', 'snooker', 'unibet']"
459,https://s5.sir.sportradar.com/unibet/en/match/m1018340740,Sports Statistics,Unibet,text/html,"['sport', 'statistic']",['unibet']
460,https://s5.sir.sportradar.com/unibet/en,Sports Statistics,Unibet,text/html,"['sport', 'statistic']",['unibet']
461,https://s5.sir.sportradar.com/unibet/en/match/m1018297415,Sports Statistics,Round 1 - The Masters 2022 - International - Snooker - Unibet,text/html,"['sport', 'statistic']","['round', 'master', 'international', 'snooker', 'unibet']"
463,https://s5.sir.sportradar.com/unibet/en/19/season/83548/h2h/22449/78085/match/30888893,Sports Statistics,Head to Head - The Masters 2022 - International - Snooker - Unibet,text/html,"['sport', 'statistic']","['head', 'head', 'master', 'international', 'snooker', 'unibet']"
464,https://s5.sir.sportradar.com/unibet/en/match/m1018287673,Sports Statistics,Round 1 - HockeyEttan 21/22 - Sweden - Ice Hockey - Unibet,text/html,"['sport', 'statistic']","['round', 'hockeyettan', '', 'sweden', 'ice', 'hockey', 'unibet']"
468,https://s5.sir.sportradar.com/unibet/en/4/season/85164/h2h/37072/49553/match/31005271,Sports Statistics,Head to Head - HockeyEttan 21/22 - Sweden - Ice Hockey - Unibet,text/html,"['sport', 'statistic']","['head', 'head', 'hockeyettan', '', 'sweden', 'ice', 'hockey', 'unibet']"
469,https://www.betfair.com/sport/ice-hockey/russian-khl/hc-red-star-kunlun-v-severstal-cherepovets/31153918?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Ice Hockey with Betfair™ Sportsbook and browse Ice Hockey betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Ice Hockey Betting Odds,Ice Hockey Betting & Ice Hockey Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'ice', 'hockey', 'betfair', 'sportsbook', 'browse', 'ice', 'hockey', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'ice', 'hockey', 'bet', 'odds']","['ice', 'hockey', 'bet', 'ice', 'hockey', 'odds', 'online', '', 'betfair', 'sportsbook']"
471,https://www.betfair.com/sport/e-sports/csgo-weplay-academy-league/young-ninjas-v-astralis-talent/31151073?xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on E-sports with Betfair™ Sportsbook and browse E-sports betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓ E-sports Gambling,E-sports Betting & E-sports Odds » Betfair™ Sportsbook,text/html,"['bet', 'e', 'sport', 'betfair', 'sportsbook', 'browse', 'e', 'sport', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', '', 'e', 'sport', 'gamble']","['e', 'sport', 'bet', 'e', 'sport', 'odds', '', 'betfair', 'sportsbook']"
473,https://www.betfair.com/sport/football/russian-premier-league/sochi-v-arsenal-tula/31145368?selectedGroup=65921&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
474,https://www.betfair.com/sport/football/german-bundesliga/bochum-v-wolfsburg/31132281?selectedGroup=65921&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
476,https://s5.sir.sportradar.com/unibet/en/match/m1007841413,Sports Statistics,Round 21 - Serie A 21/22 - Italy - Football - Unibet,text/html,"['sport', 'statistic']","['round', 'serie', '', 'italy', 'football', 'unibet']"
477,https://www.betfair.com/sport/american-football/nfl/indianapolis-colts-jacksonville-jaguars/31150470?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on American Football with Betfair™ Sportsbook and browse American Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓American Football Betting Odds,American Football Betting & American Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'american', 'football', 'betfair', 'sportsbook', 'browse', 'american', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'american', 'football', 'bet', 'odds']","['american', 'football', 'bet', 'american', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
478,https://s5.sir.sportradar.com/unibet/en/1/season/83944/h2h/2714/2711/match/28160240,Sports Statistics,Head to Head - Serie A 21/22 - Italy - Football - Unibet,text/html,"['sport', 'statistic']","['head', 'head', 'serie', '', 'italy', 'football', 'unibet']"
479,https://www.betfair.com/sport/rugby-union/the-six-nations/ireland-v-wales/31086328?xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Rugby Union with Betfair™ Sportsbook and browse Rugby Union betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Rugby Union Betting Odds,Rugby Union Betting & Rugby Union Odds » Betfair™ Sportsbook,text/html,"['bet', 'rugby', 'union', 'betfair', 'sportsbook', 'browse', 'rugby', 'union', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'rugby', 'union', 'bet', 'odds']","['rugby', 'union', 'bet', 'rugby', 'union', 'odds', '', 'betfair', 'sportsbook']"
481,https://www.betfair.com/sport/football/spanish-copa-del-rey/sporting-gijon-v-villarreal/31144639?selectedGroup=65921&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
482,https://www.betfair.com/sport/basketball/nba/detroit-pistons-milwaukee-bucks/31153675?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html,"['bet', 'basketball', 'betfair', 'sportsbook', 'browse', 'basketball', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'basketball', 'bet', 'odds']","['basketball', 'bet', 'basketball', 'odds', '', 'betfair', 'sportsbook']"
484,https://www.betfair.com/sport/football/greek-super-league/panathinaikos-v-aris/31149841?selectedGroup=65921&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
485,https://www.betfair.com/sport/football/german-3-liga/tsv-havelse-v-duisburg/31138609?selectedGroup=65921&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
487,https://s5.sir.sportradar.com/unibet/en/match/m1018332686,Sports Statistics,Unibet,text/html,"['sport', 'statistic']",['unibet']
488,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-2-2022/pegula-v-begu/31155664?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html,"['bet', 'tennis', 'betfair', 'sportsbook', 'browse', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'tennis', 'bet', 'odds']","['tennis', 'bet', 'tennis', 'odds', '', 'betfair', 'sportsbook']"
491,https://www.betfair.com/sport/table-tennis/moscow-liga-pro/viktor-rakhmanovskii-v-egor-evgenyevich-markelov/31157202?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Table Tennis with Betfair™ Sportsbook and browse Table Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Table Tennis Betting Odds,Table Tennis Betting & Table Tennis Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'table', 'tennis', 'betfair', 'sportsbook', 'browse', 'table', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'table', 'tennis', 'bet', 'odds']","['table', 'tennis', 'bet', 'table', 'tennis', 'odds', 'online', '', 'betfair', 'sportsbook']"
492,https://www.betfair.com/sport/tennis/wta-adelaide-international-1-2022/kenin-melichar-v-blinkova-eikeri/31155501?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html,"['bet', 'tennis', 'betfair', 'sportsbook', 'browse', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'tennis', 'bet', 'odds']","['tennis', 'bet', 'tennis', 'odds', '', 'betfair', 'sportsbook']"
493,https://s5.sir.sportradar.com/unibet/en/match-not-supported,Sports Statistics,Unibet,text/html,"['sport', 'statistic']",['unibet']
495,https://www.betfair.com/sport/football/english-fa-cup/millwall-v-crystal-palace/31144152?selectedGroup=65921&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html,"['bet', 'football', 'betfair', 'sportsbook', 'browse', 'football', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'football', 'bet', 'odds']","['football', 'bet', 'football', 'odds', 'online', '', 'betfair', 'sportsbook']"
496,https://www.betfair.com/sport/basketball/ncaab/colorado-oregon/31156230?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html,"['bet', 'basketball', 'betfair', 'sportsbook', 'browse', 'basketball', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'basketball', 'bet', 'odds']","['basketball', 'bet', 'basketball', 'odds', '', 'betfair', 'sportsbook']"
497,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-1-2022/s-zhang-v-burel/31155538?selectedGroup=-78637064&xsrftoken=4d4edd61-6c8f-11ec-9c9f-fa163ef6fcc7,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html,"['bet', 'tennis', 'betfair', 'sportsbook', 'browse', 'tennis', 'bet', 'odds', 'favourite', 'market', 'bet', 'play', 'cash', 'tennis', 'bet', 'odds']","['tennis', 'bet', 'tennis', 'odds', '', 'betfair', 'sportsbook']"
